Wavelength(nm)      SolarFlux(mW/m^2/nm)
2.67150009e+02      3.58308466e-01      
2.68050003e+02      5.43032749e-01      
2.68949997e+02      2.46091113e-01      
2.69849991e+02      2.97352440e-01      
2.70762489e+02      2.03995204e-01      
2.71687492e+02      1.73271876e+00      
2.72612495e+02      4.61409564e-01      
2.73537498e+02      7.41020937e-01      
2.74125601e+02      6.27065281e-01      
2.74376802e+02      9.14023081e-01      
2.74628003e+02      5.08629405e-01      
2.74879204e+02      1.40338687e+00      
2.75354202e+02      1.43221129e+00      
2.76052998e+02      4.57983917e-01      
2.76751794e+02      2.93664353e-01      
2.77450590e+02      3.01095088e-01      
2.78287491e+02      1.73504198e-01      
2.79262497e+02      2.36446981e+01      
2.80237503e+02      4.06436791e+01      
2.81212509e+02      3.54657434e-01      
2.82113240e+02      1.28334803e-01      
2.82939697e+02      2.10693621e-01      
2.83766153e+02      1.73978069e-01      
2.84592609e+02      1.72759290e-01      
2.85092609e+02      9.25593952e-02      
2.85266153e+02      6.90516993e-01      
2.85439697e+02      1.35634131e-01      
2.85613240e+02      5.83575647e-01      
2.86225010e+02      2.16607724e-01      
2.87275005e+02      2.48971526e-01      
2.88325001e+02      4.93735691e-01      
2.89374996e+02      2.54416545e-01      
2.90424995e+02      1.59167717e-01      
2.91474998e+02      3.40863727e-01      
2.92525002e+02      5.97103351e-01      
2.93575005e+02      1.78874683e-01      
2.94650005e+02      3.06107478e-01      
2.95750004e+02      6.27975162e-01      
2.96850002e+02      3.84907269e-01      
2.97950001e+02      1.33365844e-01      
2.99062500e+02      1.45527383e-01      
3.00187500e+02      6.28789523e-02      
3.01312500e+02      1.10190533e-01      
3.02437500e+02      1.01563000e-01      
3.03513304e+02      1.05526236e-01      
3.04539913e+02      8.83472149e-02      
3.05566522e+02      2.00610671e-01      
3.06593131e+02      7.55469404e-01      
3.07180632e+02      8.24627629e-02      
3.07329027e+02      1.92721097e-01      
3.07477421e+02      7.19323991e-02      
3.07625815e+02      3.89362461e+00      
3.08300011e+02      1.46989679e+00      
3.09500008e+02      3.04422523e-01      
3.10700005e+02      4.54168882e-01      
3.11900002e+02      2.75062348e-01      
3.13125000e+02      2.44125359e-01      
3.14375000e+02      1.94090043e-01      
3.15625000e+02      3.40849958e-01      
3.16875000e+02      1.51025244e+00      
3.18125000e+02      4.48747000e-01      
3.19375000e+02      6.73760548e-01      
3.20625000e+02      8.09104761e-01      
3.21875000e+02      1.02776819e+00      
3.23125000e+02      2.62171038e+00      
3.24375000e+02      2.88341577e+00      
3.25625000e+02      1.16694126e+00      
3.26875000e+02      6.94471869e-01      
3.27713409e+02      6.49215653e-01      
3.28140227e+02      4.56392287e-01      
3.28567045e+02      2.68797173e-01      
3.28993862e+02      4.46927570e-01      
3.29618862e+02      4.53063683e-01      
3.30442045e+02      1.85985551e-01      
3.31265227e+02      3.36148352e-01      
3.32088409e+02      1.12500520e+00      
3.33125000e+02      1.48501084e+00      
3.34375000e+02      2.40805774e+00      
3.35625000e+02      4.83819512e+00      
3.36875000e+02      8.17360544e-01      
3.37962972e+02      7.38537799e-01      
3.38888917e+02      1.91265603e+00      
3.39814862e+02      5.57638972e-01      
3.40740807e+02      1.76829334e-01      
3.41365807e+02      2.55081831e-01      
3.41689862e+02      3.36346103e-01      
3.42013917e+02      2.93447788e-01      
3.42337972e+02      2.30578965e-01      
3.42812500e+02      2.16292847e-01      
3.43437500e+02      1.92829097e-01      
3.44062500e+02      1.63818577e-01      
3.44687500e+02      3.07438870e-01      
3.46250000e+02      2.48562139e-01      
3.48750000e+02      2.32193547e-01      
3.51250000e+02      3.00856170e-01      
3.53750000e+02      1.93898359e-01      
3.56250000e+02      1.89227548e-01      
3.58750000e+02      2.05369483e-01      
3.61250000e+02      1.86316746e-01      
3.63750000e+02      2.30692568e-01      
3.66250000e+02      3.31374130e-01      
3.68750000e+02      6.23062048e-01      
3.71250000e+02      1.21510127e-01      
3.73750000e+02      1.19786018e-01      
3.76250000e+02      7.55012754e-01      
3.78750000e+02      2.38855155e-01      
3.81250000e+02      1.28723896e-01      
3.83750000e+02      1.66972066e-01      
3.85625050e+02      1.11090124e-01      
3.86875151e+02      9.29976478e-02      
3.88125252e+02      9.31488353e-02      
3.89375353e+02      3.37441723e-01      
3.90625353e+02      2.19777588e-01      
3.91875252e+02      1.99576426e-01      
3.93125151e+02      1.52701927e+00      
3.94375050e+02      9.98446285e-02      
3.96250000e+02      1.05839423e+00      
3.98750000e+02      5.33608183e-01      
4.01250000e+02      9.73278613e-01      
4.03750000e+02      2.36090485e-01      
4.06250000e+02      1.35959885e+00      
4.08750000e+02      3.58623578e+00      
4.11250000e+02      2.13870872e+00      
4.13750000e+02      7.91563270e-01      
4.16250000e+02      3.13743489e-01      
4.18750000e+02      2.31563673e-01      
4.21250000e+02      1.82780423e-01      
4.23750000e+02      1.02065889e-01      
4.26250000e+02      1.34178580e-01      
4.28750000e+02      2.73873765e-01      
4.31250000e+02      3.80750659e-01      
4.33750000e+02      1.98641260e+00      
4.36250000e+02      1.97769805e+00      
4.38750000e+02      1.84737150e+00      
4.41250000e+02      1.50148091e+00      
4.43750000e+02      9.99124216e-01      
4.45625561e+02      1.14563664e+00      
4.46876683e+02      1.27916917e+00      
4.48127805e+02      1.48123532e+00      
4.49378927e+02      2.00376466e+00      
4.50628927e+02      1.72351731e+00      
4.51877805e+02      1.26907229e+00      
4.53126683e+02      1.44386881e+00      
4.54375561e+02      1.74985412e+00      
4.56250000e+02      2.08888666e+00      
4.58750000e+02      1.07382299e+00      
4.61250000e+02      1.27908509e+00      
4.63750000e+02      6.67492082e-01      
4.66250000e+02      1.23403639e+00      
4.68750000e+02      1.09316972e+00      
4.71250000e+02      1.96885239e+00      
4.73750000e+02      2.31996752e+00      
4.76250000e+02      1.86925445e+00      
4.78750000e+02      1.25632504e+00      
4.81250000e+02      6.59267262e-01      
4.83750000e+02      1.22952874e+00      
4.86250000e+02      1.32353417e+00      
4.88750000e+02      1.97363976e+00      
4.91250000e+02      3.59713341e+00      
4.93750000e+02      6.09495804e+00      
4.96250000e+02      2.25751624e+00      
4.98750000e+02      9.58137105e-01      
5.01250000e+02      6.34926946e-01      
5.03750000e+02      1.35873584e+00      
5.06250000e+02      1.99848594e+00      
5.08750000e+02      3.43843562e+00      
5.11250000e+02      5.99167071e+00      
5.13750000e+02      5.74964023e+00      
5.16250000e+02      5.37450340e+00      
5.18750000e+02      7.80433110e-01      
5.21250000e+02      2.01590033e+00      
5.23750000e+02      3.28935424e+00      
5.26250000e+02      2.72461362e+00      
5.28750000e+02      4.21125241e+00      
5.31250000e+02      4.93657226e+00      
5.33750000e+02      4.04620033e+00      
5.35626888e+02      5.97554522e+00      
5.36880663e+02      3.62140564e+00      
5.38134438e+02      6.04230828e+00      
5.39388214e+02      5.55688632e+00      
5.40638214e+02      4.16712770e+00      
5.41884438e+02      7.12627129e+00      
5.43130663e+02      4.94332404e+00      
5.44376888e+02      6.51783772e+00      
5.45563869e+02      1.18460015e+00      
5.46691608e+02      2.03684600e+00      
5.47819347e+02      2.51061403e+00      
5.48947086e+02      3.31985595e+00      
5.50197086e+02      2.00645891e+00      
5.51569347e+02      2.76387694e+00      
5.52941608e+02      3.19883750e+00      
5.54313869e+02      4.42734913e+00      
5.56250000e+02      4.88767787e+00      
5.58750000e+02      3.83649369e+00      
5.61250000e+02      2.32845042e+00      
5.63750000e+02      2.34565986e+00      
5.65200540e+02      3.00116822e+00      
5.65601619e+02      3.63389792e+00      
5.66002698e+02      3.17014310e+00      
5.66403777e+02      2.50998602e+00      
5.67653777e+02      3.18685123e+00      
5.69752698e+02      4.05056704e+00      
5.71851619e+02      4.47069054e+00      
5.73950540e+02      5.99078137e+00      
5.76250000e+02      4.54927486e+00      
5.78750000e+02      5.47397183e+00      
5.81250000e+02      4.50500090e+00      
5.83750000e+02      3.99660266e+00      
5.86250000e+02      2.16538366e+00      
5.88750000e+02      9.21119745e-01      
5.91250000e+02      1.53706203e+00      
5.93750000e+02      2.37241843e+00      
5.96250000e+02      2.73155399e+00      
5.98750000e+02      3.53895052e+00      
6.01250000e+02      4.21881752e+00      
6.03750000e+02      5.67489363e+00      
6.05004234e+02      6.02277197e+00      
6.05012703e+02      1.15501284e+01      
6.05021172e+02      7.33094354e+00      
6.05029640e+02      6.44112597e+00      
6.06279640e+02      7.14147758e+00      
6.08771172e+02      9.58131108e+00      
6.11262703e+02      8.47731422e+00      
6.13754234e+02      1.21807675e+01      
6.16250000e+02      4.39757713e+00      
6.18750000e+02      3.04573449e+00      
6.21250000e+02      3.02876956e+00      
6.23750000e+02      2.72402261e+00      
6.26250000e+02      3.68989216e+00      
6.28750000e+02      4.06110916e+00      
6.31250000e+02      5.07383439e+00      
6.33750000e+02      6.10730999e+00      
6.36250000e+02      5.17104378e+00      
6.38750000e+02      5.17532811e+00      
6.41250000e+02      7.43141556e+00      
6.43750000e+02      7.45114036e+00      
6.46250000e+02      9.41309102e+00      
6.48750000e+02      9.07450732e+00      
6.51250000e+02      1.05879492e+01      
6.53750000e+02      1.31598741e+01      
6.56250000e+02      1.22850422e+01      
6.58750000e+02      1.19565742e+01      
6.61250000e+02      1.02708230e+01      
6.63750000e+02      9.58251013e+00      
6.65208336e+02      9.07712807e+00      
6.65625007e+02      5.95094160e+00      
6.66041679e+02      5.54191597e+00      
6.66458351e+02      6.82225714e+00      
6.67708351e+02      6.60575127e+00      
6.69791679e+02      5.52175216e+00      
6.71875007e+02      4.70742358e+00      
6.73958336e+02      5.47466093e+00      
6.76250000e+02      5.83312138e+00      
6.78750000e+02      5.79510325e+00      
6.81250000e+02      6.57445193e+00      
6.83750000e+02      7.54188451e+00      
6.85760623e+02      6.51492160e+00      
6.87281868e+02      6.24523698e+00      
6.88803113e+02      6.63346246e+00      
6.90324358e+02      6.72765166e+00      
6.91574358e+02      8.56931330e+00      
6.92553113e+02      1.06867531e+01      
6.93531868e+02      1.11426280e+01      
6.94510623e+02      1.27278441e+01      
6.96250000e+02      1.44763987e+01      
6.98750000e+02      1.88642030e+01      
7.01250000e+02      2.82281649e+01      
7.03750000e+02      3.62182417e+01      
7.06250000e+02      1.78273424e+01      
7.08750000e+02      8.60885456e+00      
7.11250000e+02      8.79179706e+00      
7.13750000e+02      5.98868621e+00      
7.16250000e+02      7.27187809e+00      
7.18750000e+02      9.52191464e+00      
7.21250000e+02      9.42186268e+00      
7.23750000e+02      1.37012405e+01      
7.26250000e+02      1.80581230e+01      
7.28750000e+02      2.61737065e+01      
7.31250000e+02      4.11370204e+01      
7.33750000e+02      4.71827506e+01      
7.36250000e+02      6.48448432e+01      
7.38750000e+02      7.04042544e+01      
7.41250000e+02      6.80873933e+01      
7.43750000e+02      7.18910324e+01      
7.45859962e+02      6.23963486e+01      
7.47579885e+02      6.91226654e+01      
7.49299808e+02      7.68666808e+01      
7.51019731e+02      7.34171905e+01      
7.52269731e+02      8.18535188e+01      
7.53049808e+02      7.95678507e+01      
7.53829885e+02      8.02108050e+01      
7.54609962e+02      9.51925408e+01      
7.56250000e+02      1.08386682e+02      
7.58750000e+02      7.90950555e+01      
7.61250000e+02      5.24755567e+01      
7.63750000e+02      2.33198838e+01      
7.66250000e+02      1.04229356e+01      
7.68750000e+02      1.24124251e+01      
7.71250000e+02      1.39756555e+01      
7.73750000e+02      3.19403846e+01      
7.75857604e+02      2.41772449e+01      
7.77572811e+02      3.04183375e+01      
7.79288018e+02      2.91032527e+01      
7.81003225e+02      3.77139809e+01      
7.82253225e+02      4.29935527e+01      
7.83038018e+02      3.61400835e+01      
7.83822811e+02      3.25089067e+01      
7.84607604e+02      3.98445504e+01      
7.86250000e+02      4.35430128e+01      
7.88750000e+02      5.75472634e+01      
7.91250000e+02      6.01555989e+01      
7.93750000e+02      5.76942768e+01      
7.96250000e+02      7.93057553e+01      
7.98750000e+02      7.99187305e+01      
8.01250000e+02      9.17334790e+01      
8.03750000e+02      1.08206308e+02      
8.06250000e+02      1.15356075e+02      
8.08750000e+02      1.37644178e+02      
8.11250000e+02      1.57886584e+02      
8.13750000e+02      1.80736235e+02      
8.16250000e+02      1.95987573e+02      
8.18750000e+02      1.18391930e+02      
8.21250000e+02      1.11723885e+02      
8.23750000e+02      1.51993311e+02      
8.26250000e+02      1.40605523e+02      
8.28750000e+02      1.19932330e+02      
8.31250000e+02      1.27719160e+02      
8.33750000e+02      1.09374688e+02      
8.35932497e+02      1.14743625e+02      
8.37797491e+02      1.13914502e+02      
8.39662485e+02      1.09465238e+02      
8.41527480e+02      1.33534803e+02      
8.42777480e+02      1.15522866e+02      
8.43412485e+02      8.85717754e+01      
8.44047491e+02      6.87934246e+01      
8.44682497e+02      4.85000872e+01      
8.46250000e+02      3.54599256e+01      
8.48750000e+02      4.20279059e+01      
8.51250000e+02      4.08336461e+01      
8.53750000e+02      5.12681433e+01      
8.56250000e+02      6.65616851e+01      
8.58750000e+02      7.11380071e+01      
8.61250000e+02      7.88434314e+01      
8.63750000e+02      9.23361395e+01      
8.66250000e+02      9.70440081e+01      
8.68750000e+02      9.33982095e+01      
8.71250000e+02      1.01682849e+02      
8.73750000e+02      1.12598086e+02      
8.76250000e+02      1.43028116e+02      
8.78750000e+02      1.67994681e+02      
8.81250000e+02      1.72468326e+02      
8.83750000e+02      1.86591654e+02      
8.85783196e+02      1.64073241e+02      
8.87349589e+02      7.92586780e+01      
8.88915982e+02      9.93803505e+01      
8.90482375e+02      1.10082352e+02      
8.91732375e+02      1.11134157e+02      
8.92665982e+02      1.43919682e+02      
8.93599589e+02      1.30074696e+02      
8.94533196e+02      1.07520920e+02      
8.96250000e+02      1.21498246e+02      
8.98750000e+02      1.45595261e+02      
9.01250000e+02      1.48193067e+02      
9.03750000e+02      1.54702174e+02      
9.06250000e+02      1.65222043e+02      
9.08750000e+02      1.90967233e+02      
9.11250000e+02      2.05684724e+02      
9.13750000e+02      2.35648692e+02      
9.16250000e+02      2.60091287e+02      
9.18750000e+02      2.47410858e+02      
9.21250000e+02      2.22034046e+02      
9.23750000e+02      1.58248371e+02      
9.26250000e+02      1.58710066e+02      
9.28750000e+02      1.34491394e+02      
9.31250000e+02      1.21041163e+02      
9.33750000e+02      1.47332905e+02      
9.36250000e+02      1.46233192e+02      
9.38750000e+02      1.44862979e+02      
9.41250000e+02      1.68607332e+02      
9.43750000e+02      1.69462860e+02      
9.46250000e+02      1.92653174e+02      
9.48750000e+02      2.10842040e+02      
9.51250000e+02      2.17671610e+02      
9.53750000e+02      2.18545696e+02      
9.55817304e+02      2.32419368e+02      
9.57451913e+02      2.57925888e+02      
9.59086521e+02      2.59120222e+02      
9.60721130e+02      2.15842160e+02      
9.61971130e+02      2.44015848e+02      
9.62836521e+02      2.77165604e+02      
9.63701913e+02      2.30004027e+02      
9.64567304e+02      2.15139022e+02      
9.66250000e+02      2.69996493e+02      
9.68750000e+02      2.41534089e+02      
9.71250000e+02      2.53205782e+02      
9.73750000e+02      2.00386751e+02      
9.76250000e+02      2.32538331e+02      
9.78750000e+02      2.31389075e+02      
9.81250000e+02      2.43130656e+02      
9.83750000e+02      2.25427565e+02      
9.86250000e+02      2.45907081e+02      
9.88750000e+02      2.61767937e+02      
9.91250000e+02      1.68593783e+02      
9.93750000e+02      2.15889926e+02      
9.96250000e+02      2.32116621e+02      
9.98750000e+02      2.04226283e+02      
1.00125000e+03      2.08806305e+02      
1.00375000e+03      2.16511044e+02      
1.00625000e+03      2.12336088e+02      
1.00875000e+03      2.33906967e+02      
1.01125000e+03      2.44136795e+02      
1.01375000e+03      2.40219316e+02      
1.01625000e+03      2.30225746e+02      
1.01875000e+03      2.61626345e+02      
1.02125000e+03      2.44113549e+02      
1.02375000e+03      2.70389711e+02      
1.02625000e+03      1.92249684e+02      
1.02875000e+03      2.21022626e+02      
1.03125000e+03      2.25124496e+02      
1.03375000e+03      2.08794551e+02      
1.03515868e+03      1.92157031e+02      
1.03547603e+03      2.16080430e+02      
1.03579339e+03      2.60190482e+02      
1.03611075e+03      2.50711334e+02      
1.03736075e+03      2.50526148e+02      
1.03954339e+03      2.39454694e+02      
1.04172603e+03      2.50637346e+02      
1.04390868e+03      2.68171276e+02      
1.04625000e+03      2.77481296e+02      
1.04875000e+03      2.67651905e+02      
1.05125000e+03      2.58341509e+02      
1.05375000e+03      3.06195963e+02      
1.05625000e+03      2.68342535e+02      
1.05875000e+03      2.62350428e+02      
1.06125000e+03      3.05108904e+02      
1.06375000e+03      2.90011468e+02      
1.06556484e+03      2.53886112e+02      
1.06669451e+03      2.86434634e+02      
1.06782418e+03      2.74811582e+02      
1.06895385e+03      3.10977341e+02      
1.07020385e+03      2.68841637e+02      
1.07157418e+03      2.87849886e+02      
1.07294451e+03      2.75679684e+02      
1.07431484e+03      3.12211159e+02      
1.07625000e+03      2.92474494e+02      
1.07875000e+03      3.22334202e+02      
1.08125000e+03      2.77985994e+02      
1.08375000e+03      3.20811863e+02      
1.08687500e+03      3.23291254e+02      
1.09062500e+03      3.03320614e+02      
1.09437500e+03      3.25675894e+02      
1.09812500e+03      2.98460023e+02      
1.10374294e+03      2.83409603e+02      
1.11122881e+03      2.78124967e+02      
1.11871468e+03      2.76275057e+02      
1.12620055e+03      2.99823208e+02      
1.13903128e+03      2.72509097e+02      
1.15720685e+03      3.07002914e+02      
1.17538242e+03      2.72870273e+02      
1.19355799e+03      2.92521043e+02      
1.21571375e+03      3.08855897e+02      
1.24184971e+03      2.94136477e+02      
1.26798566e+03      3.07817967e+02      
1.29412161e+03      3.00006670e+02      
1.32261778e+03      2.73541914e+02      
1.35347418e+03      1.94046593e+02      
1.38433059e+03      1.86879660e+02      
1.41518699e+03      1.60809266e+02      
1.44740644e+03      1.62446550e+02      
1.48098895e+03      1.61385019e+02      
1.51457146e+03      1.73719648e+02      
1.54815397e+03      1.82209818e+02      
1.58029753e+03      1.98810605e+02      
1.61100215e+03      2.10885469e+02      
1.64170676e+03      2.21158992e+02      
1.67241138e+03      2.23090765e+02      
1.70956790e+03      1.98172376e+02      
1.75317633e+03      1.56348158e+02      
1.79678476e+03      1.21796674e+02      
1.84039319e+03      1.03241292e+02      
1.88194796e+03      9.78430804e+01      
1.92144910e+03      9.89089228e+01      
1.96095023e+03      8.88222754e+01      
2.00045136e+03      8.59301257e+01      
2.04300708e+03      8.80893999e+01      
2.08861738e+03      9.25101224e+01      
2.13422769e+03      9.77747630e+01      
2.17983800e+03      9.91243894e+01      
2.23748645e+03      9.77403422e+01      
2.30717304e+03      8.66986830e+01      
2.37685964e+03      6.97860625e+01      
2.44654623e+03      5.37679866e+01      
2.50366265e+03      4.49195465e+01      
2.54820889e+03      3.96522116e+01      
2.59275514e+03      3.81673233e+01      
2.63730139e+03      3.78290545e+01      
2.69209120e+03      3.62225837e+01      
2.75712457e+03      3.10128271e+01      
2.82215795e+03      2.92888646e+01      
2.88719133e+03      2.74626988e+01      
2.95966840e+03      2.55346672e+01      
3.03958917e+03      2.49400644e+01      
3.11950994e+03      2.44114044e+01      
3.19943070e+03      2.45355120e+01      
3.28153443e+03      2.42643730e+01      
3.36582112e+03      2.43183993e+01      
3.45010781e+03      2.36594782e+01      
3.53439450e+03      2.32047664e+01      
3.63067350e+03      2.24031893e+01      
3.73894480e+03      2.18833010e+01      
3.84721610e+03      2.09558695e+01      
3.95548740e+03      1.94920263e+01      
4.02990538e+03      1.78823002e+01      
4.07047004e+03      1.63977486e+01      
4.11103469e+03      1.58100672e+01      
4.15159935e+03      1.47131249e+01      
4.21857828e+03      1.38059775e+01      
4.31197149e+03      1.21994215e+01      
4.40536469e+03      1.09248424e+01      
4.49875790e+03      1.00965876e+01      
4.58702880e+03      9.03440396e+00      
4.67017740e+03      8.83285892e+00      
4.75332600e+03      8.09964324e+00      
4.83647460e+03      8.06148371e+00      
4.90931845e+03      7.21819175e+00      
4.97185755e+03      6.91957723e+00      
5.03439665e+03      6.40890871e+00      
5.09693575e+03      5.98428297e+00      
5.16285533e+03      5.92516685e+00      
5.23215538e+03      5.63077350e+00      
5.30145544e+03      5.36702447e+00      
5.37075549e+03      5.09653061e+00      
5.44401556e+03      4.82384271e+00      
5.52123564e+03      4.59335977e+00      
5.59845573e+03      4.42374694e+00      
5.67567581e+03      4.22350366e+00      
5.75757587e+03      4.01127623e+00      
5.84415591e+03      3.97779398e+00      
5.93073595e+03      3.76548431e+00      
6.01731598e+03      3.66961192e+00      
6.10948187e+03      3.53904835e+00      
6.20723361e+03      3.43446528e+00      
6.30498534e+03      3.26236404e+00      
6.40273708e+03      3.00191112e+00      
6.50723028e+03      2.64411139e+00      
6.61846495e+03      2.30949572e+00      
6.72969961e+03      2.15241670e+00      
6.84093428e+03      2.04041439e+00      
6.96040857e+03      1.95547536e+00      
7.08812249e+03      1.84311578e+00      
7.21583641e+03      1.79226206e+00      
7.34355032e+03      1.68044737e+00      
7.46187353e+03      1.61506351e+00      
7.57080603e+03      1.51807779e+00      
7.67973852e+03      1.44266601e+00      
7.78867102e+03      1.42011035e+00      
7.90441173e+03      1.29260808e+00      
8.02696067e+03      1.24899577e+00      
8.14950961e+03      1.15305755e+00      
8.27205855e+03      1.13103595e+00      
8.41982520e+03      1.04690934e+00      
8.59280956e+03      9.85303728e-01      
8.76579392e+03      9.29568429e-01      
8.93877828e+03      8.94437988e-01      
9.07082057e+03      8.50557660e-01      
9.16192079e+03      8.26621159e-01      
9.25302100e+03      7.84339088e-01      
9.34412122e+03      7.74547640e-01      
9.46596241e+03      7.44734851e-01      
9.61854458e+03      7.01531886e-01      
9.77112675e+03      6.65784241e-01      
9.92370892e+03      6.30989167e-01      
1.00797873e+04      5.95680350e-01      
1.02393618e+04      5.74207945e-01      
1.03989363e+04      5.37003039e-01      
1.05585108e+04      5.08829901e-01      
1.07370822e+04      4.77496453e-01      
1.09346507e+04      4.49128475e-01      
1.11322191e+04      4.07709164e-01      
1.13297875e+04      3.81267208e-01      
1.15625002e+04      3.54733392e-01      
1.18303573e+04      3.19292515e-01      
1.20982144e+04      3.01612058e-01      
1.23660715e+04      2.69778825e-01      
1.26736112e+04      2.46982650e-01      
1.30208335e+04      2.26241124e-01      
1.33680558e+04      2.02487121e-01      
1.37152781e+04      1.86754582e-01      
1.40268412e+04      1.74097052e-01      
1.43027449e+04      1.60180643e-01      
1.45786486e+04      1.45165804e-01      
1.48545523e+04      1.36789674e-01      
1.51443729e+04      1.30112383e-01      
1.54481106e+04      1.18028123e-01      
1.57518482e+04      1.08656925e-01      
1.60555859e+04      9.75487754e-02      
1.64751008e+04      9.21144482e-02      
1.70103929e+04      8.23777011e-02      
1.75456851e+04      7.29831563e-02      
1.80809772e+04      6.60396920e-02      
1.85802979e+04      6.00893935e-02      
1.90436473e+04      5.31879629e-02      
1.95069966e+04      4.87138985e-02      
1.99703460e+04      4.51577242e-02      
2.05176771e+04      4.04008970e-02      
2.11489899e+04      3.48678473e-02      
2.17803028e+04      3.26255782e-02      
2.24116156e+04      2.95459915e-02      
2.31758368e+04      2.51861046e-02      
2.40729663e+04      2.17111417e-02      
2.49700959e+04      1.95064933e-02      
2.58672254e+04      1.63099950e-02      
2.68141952e+04      1.47528322e-02      
2.78110051e+04      1.25709578e-02      
2.88078151e+04      1.08457991e-02      
2.98046250e+04      9.43690810e-03      
3.09794371e+04      8.16695954e-03      
3.23322513e+04      6.92488879e-03      
3.36850655e+04      6.01131695e-03      
3.50378797e+04      4.90567591e-03      
3.69318190e+04      4.16629219e-03      
3.93668833e+04      3.36957646e-03      
4.18019476e+04      2.69108378e-03      
4.42370119e+04      2.12026511e-03      
4.75852261e+04      1.63161474e-03      
5.18465900e+04      1.20524235e-03      
5.61079540e+04      8.67307518e-04      
6.03693180e+04      6.58063039e-04      
6.71875000e+04      4.44683281e-04      
7.65625000e+04      2.76533407e-04      
8.59375000e+04      1.76468299e-04      
9.53125000e+04      1.20979550e-04      
1.00000000e+05      9.68966511e-05      
